route_id|visit_date|seller_code|customer_code|visit_city|planned_visits|actual_visits|km_travelled|travel_expense|road_toll|trip_status|notes
RT-00234|2025-02-24|VDR0049|CLI0169|Sfax|4|5|225,1|161,00|55,75|COMPLETED|RAS
RT-00235|2024-09-15|VDR0001|CLI0111|Yopougon|2|0|202.8|151.96|34.08|PARTIAL|RAS
RT-00236|2025-04-10|VDR0045|CLI0078|Saint-Étienne|5|4|275,9|200,13|17,92|COMPLETED|Client absent
RT-00237|2025/06/05|VDR0019|CLI0029|Yamoussoukro|4|6|123.4|68.11|6.42|PARTIAL|Prospection
RT-00238|2024-09-07|VDR0024|CLI0161|Nanterre|6|4|216,3|110,23|1,27|PARTIAL|Relance devis
RT-00239|2024-09-14|VDR0035|CLI0151|Lyon|5|7|95.8|64.77|23.20|COMPLETED|Relance devis
RT-00240|2024-08-21| VDR0056 |CLI0144|Tivaouane|2|0|21,7|14,67|8,90|COMPLETED|Client absent
RT-00241|2024-08-14|VDR0028|CLI0056|Créteil|2|2|165,2|75,11|38,19|COMPLETED|Prospection
RT-00242|2024-09-03|vdr0006|CLI0122|MOHAMMEDIA|6|5|294,0|209,60|45,23|COMPLETED|Livraison en attente
RT-00243|2024-10-11|VDR0001|CLI0110|Grenoble|4|5|297.0|199.74|10.68|COMPLETED|Client absent
RT-00244|2024-07-19|VDR0027|CLI0051|Guédiawaye|5|3|68.7|49.10|14.67|COMPLETED|Client absent
RT-00245|05/03/2024|VDR0021|CLI0122|Mohammedia|3|3|168,1|78,01|11,38|COMPLETED|Client absent
RT-00246|2024-09-29|VDR0043|CLI0227|Tunis|8|10|198,5|131,63|36,87|PARTIAL|RAS
RT-00247|2024-07-19|vdr0052|CLI0076|Guédiawaye|6|7|167.1|137.17|56.86|COMPLETED|Livraison en attente
RT-00248|2024/05/18|VDR0007|CLI0133|MEKNÈS|3|2|87.8|47.96|3.30|COMPLETED|Livraison en attente
RT-00249|2024-05-19|VDR0023|CLI0012|MAHRES|8|7|188.2|95.21|51.35|PARTIAL|Relance devis
RT-00250|17/06/2024|VDR0036|CLI0217|Kénitra|2|0|151,8|115,67|50,39|COMPLETED|RAS
RT-00251|2024-03-25|VDR0025|CLI0124|Ben Arous|2|3|401.0|306.15|35.04|COMPLETED|Livraison en attente
RT-00252|23/10/2024|VDR0038|CLI0067|Sfax|6|5|79,5|54,87|37,47|COMPLETED|RAS
RT-00253|2024-11-17|vdr0049|CLI0121|Kénitra|5|6|31.4|14.46|38.95|COMPLETED|Relance devis
RT-00254|21/01/2025| VDR0016 |CLI0061|Settat|8|8|182.3|119.35|64.39|COMPLETED|RAS
RT-00255|2025-04-26|VDR0007|cli0105|Yamoussoukro|5|7|99.2|78.61|36.29|COMPLETED|RAS
RT-00256|2024-03-03|VDR0035|CLI0206|Fès|2|3|34.0|18.74|34.36|COMPLETED|Relance devis
RT-00257|2025-05-25|VDR0032|cli0133|Meknès|7|6|93,5|61,83|4,17|COMPLETED|Prospection
RT-00258|2025/02/21|VDR0039|CLI0041|Rufisque|5|4|23.4|13.98|47.14|COMPLETED|Relance devis
RT-00259|2024-06-09|VDR0046|CLI0193|Essaouira|4|2|166.3|87.25|51.26|COMPLETED|Relance devis
RT-00260|2025/01/21|VDR0040|cli0106|Mohammedia|8|8|335,8|220,01|62,40|COMPLETED|Prospection
RT-00261|2024-12-05|VDR0018|CLI0120|Cocody|7|5|262,1|188,57|22,10|PARTIAL|Client absent
RT-00262|2025-06-22|VDR0033|CLI0151|Lyon|7|5|142.6|86.68|14.42|COMPLETED|Livraison en attente
RT-00263|2024/07/22|VDR0031|cli0152|GRENOBLE|7|6|52,0|33,65|8,76|PARTIAL|Livraison en attente
RT-00264|2025/05/23| VDR0042 |CLI0100|Rufisque|6|7|53.6|40.82|46.82|COMPLETED|Relance devis
RT-00265|2024-04-24|VDR0017|CLI0215|Marrakech|2|1|256.9|186.34|21.70|PARTIAL|Livraison en attente
RT-00266|2024-08-06|VDR0051|CLI0095|Rabat|4|3|261,9|210,66|4,96|COMPLETED|Livraison en attente
RT-00267|03/05/2025|VDR0044|CLI0215|Marrakech|3|4|25,7|13,57|52,97|COMPLETED|RAS
RT-00268|04/04/2024| VDR0033 |CLI0240|Guédiawaye|7|7|29.8|14.96|34.85|CANCELLED|Relance devis
RT-00269|21/03/2025|VDR0006|CLI0133|Meknès|2|1|295.9|183.64|55.02|COMPLETED|Livraison en attente
RT-00270|2024-03-31|vdr0004|CLI0099|Casablanca|5|3|77.4|44.75|48.44|COMPLETED|Livraison en attente
RT-00271|2024/04/21|VDR0063|CLI0161|Nanterre|5|7|358,2|253,48|9,27|COMPLETED|Livraison en attente
RT-00272|2025/04/03|VDR0025|CLI0088|Kénitra|5|7|135,9|101,20|34,36|COMPLETED|RAS
RT-00273|2024-02-18| VDR0065 |CLI0095|Rabat|6|4|417,2|321,79|18,57|COMPLETED|Livraison en attente
RT-00274|2025/03/06|VDR0049|CLI0223|Settat|4|6|331.1|233.99|49.37|PARTIAL|Livraison en attente
RT-00275|2025-01-28|VDR0032|CLI0038|Salé|2|2|148,8|68,23|32,53|PARTIAL|Client absent
RT-00276|2024-10-28|VDR0019|CLI0199|Paris|5|7|407,5|274,63|60,94|CANCELLED|RAS
RT-00277|2025-03-28|VDR0023|CLI0192|Casablanca|6|5|102,4|67,38|14,33|PARTIAL|Prospection
RT-00278|2024-01-04| VDR0045 |CLI0105|Yamoussoukro|2|1|374.3|303.52|36.81|COMPLETED|Prospection
RT-00279|2024-04-05|VDR0049|CLI0147|Nanterre|5|3|168.2|137.82|14.08|COMPLETED|Prospection
RT-00280|2024/05/03|VDR0033|CLI0216|La Marsa|4|5|92,8|61,86|15,64|COMPLETED|Client absent
RT-00281|2024-01-02| vdr0001 |CLI0171|Mohammedia|5|7|360,1|218,32|57,54|PARTIAL|Prospection
RT-00282|27/01/2024| VDR0007 |CLI0017|Rufisque|2|4|167.0|118.46|5.21|COMPLETED|Client absent
RT-00283|2025-03-29|vdr0053|CLI0161|Nanterre|7|7|73.2|39.40|18.19|COMPLETED|Relance devis
RT-00284|2025/02/25|VDR0017|CLI0153|Daloa|2|4|70,6|54,32|48,48|COMPLETED|Prospection
RT-00285|2024-01-24|VDR0051|CLI0240|Guédiawaye|6|6|227.2|108.34|12.69|COMPLETED|Relance devis
RT-00286|21/04/2024|VDR0060|CLI0140|Rufisque|5|3|390.5|207.73|64.75|COMPLETED|Livraison en attente
RT-00287|2024-11-21|VDR0017|CLI0120|Cocody|6|6|215.8|129.56|12.38|COMPLETED|RAS
RT-00288|2024-05-24|vdr0051|CLI0076|Guédiawaye|8|6|221.7|138.00|18.51|PARTIAL|Relance devis
RT-00289|09/06/2025|VDR0022|CLI0235|Rufisque|2|1|90,6|63,93|57,08|CANCELLED|Client absent
RT-00290|2024-12-14|VDR0063|CLI0201|Rabat|6|7|311,1|169,10|27,69|COMPLETED|RAS
RT-00291|2024/12/12|VDR0030|CLI0147|NANTERRE|7|5|318.9|206.37|45.68|PARTIAL|Relance devis
RT-00292|2024-08-29|VDR0052|CLI0133|Meknès|3|1|330,9|197,23|0,15|CANCELLED|Prospection
RT-00293|16/01/2024|vdr0043|CLI0139|Sfax|2|2|415.5|254.28|9.77|COMPLETED|Relance devis
RT-00294|10/02/2024|vdr0035|CLI0061|SETTAT|6|8|189,1|106,94|35,54|COMPLETED|Client absent
RT-00295|19/03/2025|VDR0033|CLI0130|Safi|7|6|407,5|231,97|39,36|COMPLETED|Livraison en attente
RT-00296|2025-04-13|VDR0005|CLI0178|Saint-Étienne|2|2|280,2|229,61|15,29|COMPLETED|Relance devis
RT-00297|2024-03-20|VDR0009|CLI0185|Tunis|5|6|269.3|186.94|32.01|COMPLETED|Livraison en attente
RT-00298|2024/07/19|VDR0064|CLI0192|CASABLANCA|7|9|30,5|17,61|34,09|PARTIAL|Prospection
RT-00299|2025-02-03|VDR0049|CLI0187|Lyon|7|8|265.9|180.19|1.99|CANCELLED|Relance devis
RT-00300|2025-04-16|VDR0051|CLI0051|Guédiawaye|8|10|71.8|40.76|41.49|PARTIAL|Client absent
RT-00301|2024-04-15|VDR0044|CLI0104|Ben Arous|2|2|81.6|42.81|49.50|CANCELLED|Client absent
RT-00302|2024/08/15|VDR0044|CLI0136|Mohammedia|7|7|261.2|128.22|55.93|CANCELLED|Livraison en attente
RT-00303|2024-11-28|VDR0003|CLI0157|Sfax|5|5|144.8|112.94|14.57|COMPLETED|Relance devis
RT-00304|2025-05-10|vdr0022|CLI0013|Marrakech|8|8|95.7|65.34|17.49|COMPLETED|RAS
RT-00305|2024/08/09|VDR0023|CLI0094|Daloa|3|4|265.8|170.20|54.98|PARTIAL|RAS
RT-00306|2024-10-17|VDR0012|CLI0010|Taza|3|4|329.4|198.69|34.40|COMPLETED|Prospection
RT-00307|2024-05-12|VDR0031|CLI0217|Kénitra|6|6|223.3|136.41|57.86|COMPLETED|Relance devis
RT-00308|2025-04-05|VDR0057|CLI0072|Saint-Étienne|3|2|136.0|88.00|21.96|PARTIAL|Prospection
RT-00309|2024-10-21|VDR0023|CLI0129|Essaouira|6|4|67,2|56,25|52,81|COMPLETED|Client absent
RT-00310|25/08/2024| vdr0010 |CLI0061|Settat|8|6|68,1|52,42|56,45|COMPLETED|Client absent
RT-00311|2024-04-12|VDR0037|CLI0078|Saint-Étienne|6|8|130.2|90.72|25.08|PARTIAL|Relance devis
RT-00312|2024/10/26|VDR0053|CLI0039|Guédiawaye|3|3|317,5|250,31|64,01|COMPLETED|RAS
RT-00313|2024/05/16|vdr0025|CLI0215|Marrakech|3|5|40,5|20,55|54,68|COMPLETED|Client absent
RT-00314|2024-07-27|VDR0060|CLI0089|Fès|3|4|24,8|15,17|45,90|COMPLETED|Prospection
RT-00315|2025-05-10|VDR0018|CLI0098|Abidjan|6|4|77.7|45.08|40.21|COMPLETED|Livraison en attente
RT-00316|2024-07-05|VDR0057|CLI0031|Créteil|3|1|276,4|174,92|13,98|COMPLETED|Client absent
RT-00317|2024-06-25|VDR0020|CLI0148|Yamoussoukro|6|5|401.9|299.98|57.30|COMPLETED|Client absent
RT-00318|19/06/2024|VDR0042|CLI0168|Nanterre|3|5|162.3|128.59|35.11|PARTIAL|Relance devis
RT-00319|2024-08-12|VDR0021|CLI0207|Rufisque|3|1|174,2|118,18|16,97|PARTIAL|Livraison en attente
RT-00320|2025-03-25|VDR0001|CLI0048|Saint-Étienne|5|3|246,3|126,80|21,52|PARTIAL|Client absent
RT-00321|2025/06/15|VDR0032|cli0034|Settat|8|6|75,4|37,99|23,68|COMPLETED|Relance devis
RT-00322|2025-06-15|VDR0065|CLI0130|Safi|5|5|364.8|263.91|45.07|PARTIAL|RAS
RT-00323|25/07/2024|VDR0003|CLI0072|Saint-Étienne|3|4|411.1|291.13|52.95|COMPLETED|Livraison en attente
RT-00324|2024-04-05|VDR0003|cli0200|Thiès|6|5|75.4|57.43|47.43|COMPLETED|Livraison en attente
RT-00325|20/07/2024|vdr0001|CLI0148|Yamoussoukro|5|3|183,3|97,91|38,58|COMPLETED|RAS
RT-00326|16/04/2025|VDR0053|CLI0120|COCODY|3|1|319.8|158.64|50.14|COMPLETED|RAS
RT-00327|02/04/2025|VDR0018|CLI0186|Paris|7|9|153.9|116.04|60.61|COMPLETED|Livraison en attente
RT-00328|2024-01-14|VDR0023|CLI0117|La Marsa|7|7|278.5|211.84|6.74|COMPLETED|Prospection
RT-00329|2024-01-09|VDR0042|CLI0035|CASABLANCA|4|5|75.8|38.02|54.60|PARTIAL|RAS
RT-00330|2024-08-07|VDR0045|CLI0033|Tunis|6|7|330.6|257.67|50.46|COMPLETED|Client absent
RT-00331|05/08/2024|VDR0004|CLI0067|Sfax|7|6|396,3|182,40|64,36|COMPLETED|Livraison en attente
RT-00332|2024-03-03|VDR0057|CLI0185|Tunis|2|3|307,2|190,61|38,40|CANCELLED|Client absent
RT-00333|2024-01-08|VDR0029|CLI0180|Mahres|4|2|302.7|166.45|8.11|PARTIAL|Prospection
RT-00334|07/03/2024|VDR0048|CLI0114|Daloa|8|8|254.0|152.09|27.64|COMPLETED|RAS
RT-00335|2024-02-15|VDR0008|CLI0197|Marrakech|8|10|63,0|31,44|13,47|COMPLETED|Relance devis
RT-00336|2025-06-12|vdr0006|CLI0140|RUFISQUE|2|2|20,3|12,77|9,63|COMPLETED|Client absent
RT-00337|2024-02-25|VDR0060|CLI0183|Guédiawaye|2|0|107,8|83,57|18,70|COMPLETED|Relance devis
RT-00338|2024-07-05|VDR0045|CLI0137|Abidjan|7|7|363.1|228.29|45.72|PARTIAL|Livraison en attente
RT-00339|16/02/2025|VDR0021|CLI0211|Abidjan|5|5|343,0|269,37|57,83|PARTIAL|RAS
RT-00340|02/02/2024|VDR0008|CLI0069|Yamoussoukro|5|3|178.2|102.33|21.47|COMPLETED|Prospection
RT-00341|2024-02-08|vdr0003|CLI0192|CASABLANCA|6|5|280,3|187,11|61,20|COMPLETED|RAS
RT-00342|2024-11-20|VDR0023|CLI0011|Cocody|6|8|118.5|55.12|38.33|COMPLETED|RAS
RT-00343|22/07/2024|VDR0060|CLI0152|Grenoble|2|3|192,8|116,24|36,18|COMPLETED|Relance devis
RT-00344|2024-09-29|VDR0032|CLI0060|Fès|8|8|351,5|219,60|13,71|PARTIAL|RAS
RT-00345|27/09/2024|VDR0022|CLI0227|TUNIS|7|6|189,5|87,27|30,37|COMPLETED|RAS
RT-00346|2024-09-22|VDR0013|CLI0218|Sfax|6|4|392.0|213.28|44.48|COMPLETED|Relance devis
RT-00347|2024-01-23|vdr0065|CLI0161|Nanterre|4|6|253,0|116,94|53,32|CANCELLED|Prospection
RT-00348|18/06/2025|VDR0030|CLI0147|Nanterre|6|6|413.1|258.22|0.75|COMPLETED|Client absent
RT-00349|2024-07-12|vdr0049|CLI0145|Créteil|6|7|49.5|24.09|42.12|COMPLETED|Livraison en attente
RT-00350|2024-06-03|vdr0060|CLI0186|Paris|6|7|319.6|228.78|3.25|COMPLETED|RAS
RT-00351|2025-05-21|VDR0032|CLI0046|Taza|7|9|212.4|143.00|21.66|COMPLETED|RAS
RT-00352|2025/03/07| VDR0037 |CLI0214|Rabat|5|7|262,0|143,96|17,21|COMPLETED|Client absent
RT-00353|2024-06-12|vdr0046|CLI0149|Daloa|8|9|322.8|180.80|35.54|COMPLETED|RAS
RT-00354|2025-03-22|VDR0018|cli0067|Sfax|3|5|175.1|109.98|37.42|PARTIAL|Client absent
RT-00355|2025/01/01|VDR0021|CLI0211|Abidjan|7|8|368,6|181,79|13,87|COMPLETED|Prospection
RT-00356|2024-01-23|VDR0022|CLI0093|Thiès|4|4|382,1|247,69|17,04|COMPLETED|RAS
RT-00357|2025-04-26|VDR0062|CLI0230|Mahres|7|5|384.2|291.59|8.24|PARTIAL|Relance devis
RT-00358|2024-05-28|VDR0013|CLI0070|Taza|4|5|47.2|31.00|64.69|COMPLETED|Livraison en attente
RT-00359|2024-09-11|VDR0051|CLI0179|Mbour|5|5|265,5|218,27|24,78|COMPLETED|Livraison en attente
RT-00360|18/05/2024|VDR0024|cli0015|Ben Arous|8|9|357.2|302.86|16.02|PARTIAL|Client absent
RT-00361|08/02/2025|VDR0027|CLI0108|Meknès|5|4|142,3|69,73|37,65|COMPLETED|Client absent
RT-00362|2024-11-01|VDR0033|CLI0046|Taza|5|6|34,0|24,58|17,81|COMPLETED|Prospection
RT-00363|2024-11-18|VDR0055|CLI0222|Paris|8|9|162.5|95.22|58.01|COMPLETED|Client absent
RT-00364|2024-09-05|VDR0048|cli0067|Sfax|5|4|338.6|268.07|11.98|COMPLETED|Relance devis
RT-00365|2024-06-13|VDR0024|CLI0031|Créteil|4|3|85.8|71.67|51.88|COMPLETED|RAS
RT-00366|2024-03-21|VDR0023|CLI0072|Saint-Étienne|2|0|302,2|181,02|63,21|CANCELLED|RAS
RT-00367|2024-04-20|VDR0061|CLI0151|Lyon|5|6|224.1|164.58|64.46|COMPLETED|Prospection
RT-00368|2025-04-01|VDR0018|CLI0184|Grenoble|4|3|180.5|127.33|27.62|COMPLETED|Relance devis
RT-00369|2024-12-20|VDR0050|CLI0222|Paris|2|3|319,8|214,79|63,29|PARTIAL|Livraison en attente
RT-00370|2024-11-28|VDR0033|CLI0093|Thiès|4|2|337.8|156.26|61.40|COMPLETED|Client absent
RT-00371|2024-07-17|VDR0020|CLI0240|Guédiawaye|5|5|303,7|230,17|39,96|PARTIAL|Client absent
RT-00372|05/09/2024|VDR0038|CLI0166|Tunis|7|6|274,8|177,44|2,00|COMPLETED|Livraison en attente
RT-00373|2024-03-03|VDR0009|CLI0156|Mahres|3|1|332.5|183.53|46.46|COMPLETED|Client absent
RT-00374|2024-12-04|VDR0030|CLI0226|Ben Arous|2|0|138,8|91,04|46,49|COMPLETED|Prospection
RT-00375|2024-09-24|VDR0034|CLI0110|Grenoble|6|5|36,7|28,54|57,14|COMPLETED|Prospection
RT-00376|2024-09-03|VDR0016|CLI0038|Salé|6|8|232.3|165.96|56.82|PARTIAL|Livraison en attente
RT-00377|2024-03-03|VDR0040|CLI0081|Sfax|7|6|209.9|164.77|6.80|COMPLETED|Relance devis
RT-00378|15/09/2024|VDR0023|CLI0069|Yamoussoukro|3|5|68.5|48.60|38.51|COMPLETED|Relance devis
RT-00379|2024-01-31| VDR0051 |CLI0236|Mahres|6|5|345,8|291,63|33,61|COMPLETED|Client absent
RT-00380|2024-06-28| vdr0001 |CLI0005|Marrakech|6|7|40.5|25.70|24.66|COMPLETED|RAS
RT-00381|2024-01-12|VDR0011|CLI0210|BEN AROUS|4|5|134.7|103.55|18.77|COMPLETED|RAS
RT-00382|2025-05-09|VDR0036|CLI0108|Meknès|8|10|332,1|234,66|12,67|PARTIAL|RAS
RT-00383|13/04/2025|VDR0052|CLI0235|Rufisque|4|4|88.9|73.55|61.91|CANCELLED|Relance devis
RT-00384|2025-03-08|vdr0035|CLI0024|Thiès|7|8|44,9|36,66|19,44|COMPLETED|RAS
RT-00385|2025-02-12|VDR0035|CLI0198|Dakar|2|4|265.5|184.81|23.87|COMPLETED|Relance devis
RT-00386|2024-06-12|VDR0050|CLI0156|Mahres|2|4|200.9|109.22|28.17|COMPLETED|Prospection
RT-00387|2024/02/01|VDR0048|CLI0206|Fès|3|3|254,5|160,69|5,04|COMPLETED|Prospection
RT-00388|2025-04-10|VDR0024|CLI0098|Abidjan|2|4|21.0|16.63|49.47|CANCELLED|RAS
RT-00389|2025-04-16| VDR0063 |CLI0117|LA MARSA|2|1|132,8|85,70|25,03|COMPLETED|Relance devis
RT-00390|2024-05-21|VDR0056|CLI0069|Yamoussoukro|3|5|86,7|71,72|21,73|COMPLETED|Client absent
RT-00391|2024-04-17|VDR0045|CLI0175|Tivaouane|5|3|133.9|77.34|50.67|COMPLETED|RAS
RT-00392|2024-03-05|VDR0052|CLI0057|Thiès|4|5|389.8|218.30|3.43|COMPLETED|Prospection
RT-00393|2024-01-06|VDR0008|CLI0023|Yopougon|7|9|211.6|110.69|44.78|PARTIAL|Prospection
RT-00394|07/01/2024|vdr0062|CLI0017|Rufisque|4|6|38,9|27,49|48,95|PARTIAL|RAS
RT-00395|2024/11/18| VDR0024 |CLI0110|Grenoble|2|2|47,8|25,86|53,10|COMPLETED|RAS
RT-00396|2024-01-05|VDR0062|CLI0066|Nanterre|8|6|382.0|305.94|37.31|COMPLETED|Livraison en attente
RT-00397|2024-08-06|VDR0053|CLI0089|Fès|4|4|68,3|56,87|49,79|PARTIAL|Livraison en attente
RT-00398|2024-03-25|VDR0028|CLI0231|Salé|8|6|327,1|151,84|21,60|COMPLETED|Prospection
RT-00399|2025-03-24| VDR0033 |CLI0135|Rufisque|8|7|324.4|189.76|59.70|COMPLETED|Client absent
RT-00400|2024-09-14|VDR0039|CLI0239|Settat|3|5|234,5|134,01|11,50|COMPLETED|Prospection
RT-00401|08/12/2024|VDR0007|CLI0115|Rabat|4|2|345.6|209.91|29.18|COMPLETED|RAS
RT-00402|07/12/2024|VDR0042|CLI0028|Marrakech|7|7|32,2|23,90|43,30|CANCELLED|RAS
RT-00403|2024-01-20|VDR0019|cli0085|Dakar|7|8|341,2|246,62|3,51|CANCELLED|RAS
RT-00404|30/06/2024|VDR0001|CLI0229|Ben Arous|3|2|48,5|30,32|20,39|PARTIAL|RAS
RT-00405|2024-03-21|VDR0041|CLI0029|Yamoussoukro|8|7|151,6|123,19|22,56|COMPLETED|Relance devis
RT-00406|2024-04-12|VDR0057|CLI0181|Sakiet Ezzit|3|4|92.5|63.64|3.22|COMPLETED|Relance devis
RT-00407|2024-10-21|vdr0028|CLI0078|Saint-Étienne|2|1|328.0|238.13|37.63|PARTIAL|RAS
RT-00408|2024-03-14|VDR0039|CLI0161|Nanterre|2|1|263,4|222,89|21,89|COMPLETED|Client absent
RT-00409|2024-02-16|VDR0047|CLI0100|RUFISQUE|2|3|43.6|36.43|37.01|COMPLETED|Relance devis
RT-00410|2025-05-03|VDR0034|CLI0012|Mahres|3|4|330,2|214,76|45,14|CANCELLED|Client absent
RT-00411|2024-01-22|VDR0001|cli0101|Cocody|5|4|213,8|124,79|0,52|COMPLETED|Prospection
RT-00412|2024-04-18|VDR0059|CLI0138|TUNIS|6|4|118,2|82,87|43,00|PARTIAL|Livraison en attente
RT-00413|2024-02-10|VDR0054|CLI0215|MARRAKECH|4|3|289.1|130.74|49.68|COMPLETED|Client absent
RT-00414|2024-05-19|VDR0001|CLI0073|Safi|4|5|378,0|220,61|56,97|PARTIAL|Relance devis
RT-00415|2024-11-15| VDR0022 |CLI0102|Grenoble|8|7|33,8|20,88|52,27|CANCELLED|RAS
RT-00416|2024-05-09| VDR0001 |CLI0233|Dakar|2|2|195.2|153.57|14.67|COMPLETED|RAS
RT-00417|2024-12-27|VDR0016|CLI0134|SAFI|5|3|247.0|178.97|36.76|COMPLETED|Prospection
RT-00418|2025-04-19|vdr0061|CLI0043|Dakar|2|3|300.1|201.79|2.89|COMPLETED|Livraison en attente
RT-00419|19/01/2025|VDR0020|cli0131|La Marsa|5|4|383.0|295.48|17.95|PARTIAL|Client absent
RT-00420|02/01/2024|VDR0007|CLI0046|Taza|6|6|238,2|158,32|40,64|COMPLETED|Prospection
RT-00421|2024-08-04|VDR0017|CLI0237|Grenoble|6|4|318.5|151.74|63.31|COMPLETED|Client absent
RT-00422|2024/02/21|VDR0036|CLI0240|Guédiawaye|3|2|304.3|240.69|8.49|PARTIAL|Client absent
RT-00423|2025-05-30|VDR0012|CLI0107|Thiès|2|3|150.9|83.20|12.81|COMPLETED|Livraison en attente
RT-00424|2024/04/08|vdr0029|CLI0034|Settat|7|5|326,0|231,69|64,39|COMPLETED|Client absent
RT-00425|2025-06-27|VDR0028|CLI0031|Créteil|2|2|397,4|218,24|62,75|CANCELLED|Relance devis
RT-00426|2025-05-13|VDR0002|CLI0129|Essaouira|5|7|37,6|30,23|62,97|COMPLETED|Client absent
RT-00427|2024-03-27|VDR0051|CLI0093|Thiès|4|6|161.5|91.21|49.60|COMPLETED|Client absent
RT-00428|2025/03/02|VDR0045|CLI0003|Settat|6|7|137.4|71.02|12.34|PARTIAL|Client absent
RT-00429|2024-12-17|VDR0042|CLI0069|Yamoussoukro|2|4|287.8|227.38|41.36|CANCELLED|Client absent
RT-00430|2024-09-02|VDR0040|CLI0233|Dakar|2|4|347.4|235.66|24.72|COMPLETED|Client absent
RT-00431|09/01/2025|VDR0008|CLI0094|Daloa|3|2|230.3|127.65|13.15|COMPLETED|Relance devis
RT-00432|2024-01-29|VDR0048|CLI0185|Tunis|8|9|123.2|93.80|25.38|CANCELLED|Prospection
RT-00433|2024-07-23|VDR0047|CLI0062|Paris|6|7|191.8|162.35|17.61|COMPLETED|Client absent
RT-00434|17/12/2024|VDR0037|CLI0095|Rabat|7|5|24,0|16,30|60,14|COMPLETED|Prospection
RT-00435|2025-01-15|vdr0049|CLI0102|Grenoble|5|4|137.3|67.98|59.97|COMPLETED|RAS
RT-00436|2024-10-19|VDR0007|CLI0171|Mohammedia|7|9|401,2|274,18|16,11|COMPLETED|Livraison en attente
RT-00437|26/02/2025|vdr0029|CLI0169|Sfax|3|1|327.0|272.86|44.24|PARTIAL|Client absent
RT-00438|2024-05-03|VDR0011|CLI0095|Rabat|5|3|310,6|253,59|36,20|COMPLETED|Relance devis
RT-00439|2024/09/22|VDR0035|CLI0217|Kénitra|7|8|290.5|136.37|32.32|PARTIAL|Client absent
RT-00440|2024-08-15|VDR0057|CLI0119|Abidjan|6|7|198,5|121,11|21,05|COMPLETED|Client absent
RT-00441|2025-03-25| vdr0009 |CLI0007|Fès|4|4|390,7|277,25|42,79|COMPLETED|Client absent
RT-00442|2024/05/02|VDR0055|CLI0007|Fès|3|5|259.7|188.78|8.02|COMPLETED|Client absent
RT-00443|2025-01-22|VDR0045|CLI0090|Abidjan|6|7|302,2|157,27|46,85|CANCELLED|Prospection
RT-00444|2024-08-06|VDR0031|CLI0038|Salé|7|8|83.4|45.10|40.04|PARTIAL|Client absent
RT-00445|2024/12/28|VDR0029|cli0034|Settat|5|3|106,8|69,73|63,18|PARTIAL|RAS
RT-00446|2025-06-01|VDR0021|CLI0213|Yamoussoukro|5|3|360,7|176,55|31,94|COMPLETED|Client absent
RT-00447|2024-04-01|VDR0064|CLI0171|Mohammedia|7|8|336,5|275,67|49,53|CANCELLED|Client absent
RT-00448|2024-06-05|VDR0019|CLI0042|Guédiawaye|6|4|387.5|272.76|49.03|COMPLETED|Client absent
RT-00449|2024-07-01| VDR0046 |CLI0104|Ben Arous|3|5|38.1|32.28|21.94|COMPLETED|RAS
RT-00450|2025-06-28|vdr0008|CLI0070|Taza|8|9|175,7|98,45|53,80|COMPLETED|RAS
RT-00451|2024/08/13|VDR0050|CLI0045|Cocody|2|4|177.5|135.58|43.16|COMPLETED|Prospection
RT-00452|2024-09-14| VDR0010 |CLI0205|RABAT|7|5|85.6|51.13|27.83|CANCELLED|RAS
RT-00453|2025-01-19| VDR0028 |CLI0152|GRENOBLE|6|7|145,0|86,00|12,02|COMPLETED|Relance devis
RT-00454|2024-04-08|VDR0018|CLI0187|Lyon|3|3|283.0|135.65|13.12|COMPLETED|Livraison en attente
RT-00455|2025-04-30|VDR0028|CLI0019|Tunis|5|6|81.8|44.38|51.86|COMPLETED|Livraison en attente
RT-00456|01/05/2025|VDR0054|CLI0091|La Marsa|7|6|111,1|91,80|44,52|COMPLETED|Client absent
RT-00457|2024-02-01| VDR0043 |CLI0047|Rufisque|3|1|109,4|56,17|38,10|PARTIAL|Prospection
RT-00458|2025-05-06|VDR0001|CLI0183|Guédiawaye|3|4|35.2|29.47|30.18|COMPLETED|RAS
RT-00459|2025-03-05|vdr0026|CLI0099|Casablanca|5|3|375.7|207.68|21.49|COMPLETED|Relance devis
RT-00460|2024-07-09|VDR0060|CLI0113|Yamoussoukro|7|9|47.0|33.37|8.93|COMPLETED|Client absent
RT-00461|2025-06-25|VDR0021|CLI0119|Abidjan|3|4|182.5|104.00|64.18|COMPLETED|Prospection
RT-00462|2025-02-27|VDR0056|CLI0064|Cocody|4|4|135,9|108,70|61,24|COMPLETED|Livraison en attente
RT-00463|2024-09-07|VDR0032|CLI0214|Rabat|8|8|300.8|168.54|29.31|COMPLETED|Client absent
RT-00464|2024-08-17|VDR0007|CLI0152|Grenoble|5|4|147.9|102.37|31.01|COMPLETED|Client absent
RT-00465|2024-06-10|VDR0014|CLI0003|Settat|8|10|419.1|263.29|3.98|COMPLETED|Relance devis
RT-00466|2025/01/14|VDR0044|CLI0121|Kénitra|3|2|339.1|157.65|0.66|COMPLETED|RAS
RT-00467|2024-05-24|VDR0046|CLI0028|Marrakech|2|1|70.2|52.20|30.00|PARTIAL|RAS
